GridID,X_Lon,Y_Lat,M8H_O3
63594,92.55,39.65,93.0
63595,92.65,39.65,94.0
63596,92.75,39.65,94.0
63597,92.85,39.65,94.0
63598,92.95,39.65,95.0
63599,93.05,39.65,94.0
63600,93.15,39.65,93.0
63601,93.25,39.65,93.0
63602,93.35,39.65,93.0
63603,93.45,39.65,94.0
63604,93.55,39.65,94.0
63605,93.65,39.65,93.0
63606,93.75,39.65,93.0
63607,93.85,39.65,93.0
63608,93.95,39.65,92.0
63609,94.05,39.65,92.0
63610,94.15,39.65,92.0
63611,94.25,39.65,92.0
63612,94.35,39.65,92.0
63613,94.45,39.65,92.0
63614,94.55,39.65,93.0
63615,94.65,39.65,93.0
63616,94.75,39.65,93.0
63617,94.85,39.65,94.0
63618,94.95,39.65,95.0
63619,95.05,39.65,95.0
63620,95.15,39.65,95.0
63621,95.25,39.65,94.0
63622,95.35,39.65,95.0
63623,95.45,39.65,94.0
63624,95.55,39.65,96.0
63625,95.65,39.65,96.0
63626,95.75,39.65,95.0
63627,95.85,39.65,97.0
63628,95.95,39.65,95.0
63629,96.05,39.65,94.0
63630,96.15,39.65,94.0
63631,96.25,39.65,95.0
63632,96.35,39.65,94.0
63633,96.45,39.65,94.0
63634,96.55,39.65,94.0
63635,96.65,39.65,95.0
63636,96.75,39.65,96.0
63637,96.85,39.65,98.0
63638,96.95,39.65,97.0
63639,97.05,39.65,97.0
63640,97.15,39.65,98.0
63641,97.25,39.65,98.0
63642,97.35,39.65,96.0
63643,97.45,39.65,96.0
63644,97.55,39.65,96.0
63645,97.65,39.65,98.0
63646,97.75,39.65,96.0
63647,97.85,39.65,93.0
63648,97.95,39.65,92.0
63649,98.05,39.65,92.0
63650,98.15,39.65,91.0
63651,98.25,39.65,89.0
63652,98.35,39.65,89.0
63653,98.45,39.65,87.0
63654,98.55,39.65,90.0
63655,98.65,39.65,90.0
63656,98.75,39.65,89.0
63657,98.85,39.65,90.0
63658,98.95,39.65,90.0
63659,99.05,39.65,92.0
63660,99.15,39.65,93.0
63661,99.25,39.65,92.0
63662,99.35,39.65,92.0
63663,99.45,39.65,93.0
63664,99.55,39.65,94.0
63665,99.65,39.65,94.0
63666,99.75,39.65,93.0
63667,99.85,39.65,93.0
63668,99.95,39.65,95.0
63669,100.05,39.65,94.0
63670,100.15,39.65,95.0
63671,100.25,39.65,95.0
63672,100.35,39.65,95.0
63673,100.45,39.65,93.0
63674,100.55,39.65,92.0
63675,100.65,39.65,92.0
63676,100.75,39.65,93.0
63677,100.85,39.65,94.0
63678,100.95,39.65,93.0
63679,101.05,39.65,93.0
63680,101.15,39.65,94.0
63681,101.25,39.65,94.0
63682,101.35,39.65,94.0
63683,101.45,39.65,94.0
63684,101.55,39.65,92.0
63685,101.65,39.65,92.0
63686,101.75,39.65,92.0
63687,101.85,39.65,92.0
63688,101.95,39.65,91.0
63689,102.05,39.65,91.0
63690,102.15,39.65,91.0
63691,102.25,39.65,91.0
63692,102.35,39.65,91.0
63693,102.45,39.65,91.0
63694,102.55,39.65,91.0
63695,102.65,39.65,91.0
63696,102.75,39.65,91.0
63697,102.85,39.65,90.0
63698,102.95,39.65,90.0
63699,103.05,39.65,90.0
63700,103.15,39.65,90.0
63701,103.25,39.65,91.0
63702,103.35,39.65,90.0
63703,103.45,39.65,90.0
63704,103.55,39.65,90.0
63705,103.65,39.65,90.0
63706,103.75,39.65,91.0
63707,103.85,39.65,90.0
63708,103.95,39.65,90.0
63709,104.05,39.65,91.0
63710,104.15,39.65,90.0
63711,104.25,39.65,91.0
63712,104.35,39.65,91.0
63713,104.45,39.65,91.0
63714,104.55,39.65,90.0
63715,104.65,39.65,90.0
63716,104.75,39.65,91.0
63717,104.85,39.65,91.0
63718,104.95,39.65,91.0
63719,105.05,39.65,91.0
63720,105.15,39.65,91.0
63721,105.25,39.65,91.0
63722,105.35,39.65,91.0
63723,105.45,39.65,91.0
63724,105.55,39.65,91.0
63725,105.65,39.65,92.0
63726,105.75,39.65,92.0
63727,105.85,39.65,92.0
63728,105.95,39.65,93.0
63729,106.05,39.65,93.0
63730,106.15,39.65,93.0
63731,106.25,39.65,92.0
63732,106.35,39.65,92.0
63733,106.45,39.65,92.0
63734,106.55,39.65,89.0
63735,106.65,39.65,87.0
63736,106.75,39.65,83.0
63737,106.85,39.65,82.0
63738,106.95,39.65,85.0
63739,107.05,39.65,85.0
63740,107.15,39.65,85.0
63741,107.25,39.65,85.0
63742,107.35,39.65,86.0
63743,107.45,39.65,87.0
63744,107.55,39.65,89.0
63745,107.65,39.65,89.0
63746,107.75,39.65,89.0
63747,107.85,39.65,89.0
63748,107.95,39.65,89.0
63749,108.05,39.65,89.0
63750,108.15,39.65,89.0
63751,108.25,39.65,89.0
63752,108.35,39.65,89.0
63753,108.45,39.65,89.0
63754,108.55,39.65,90.0
63755,108.65,39.65,90.0
63756,108.75,39.65,90.0
63757,108.85,39.65,90.0
63758,108.95,39.65,90.0
63759,109.05,39.65,90.0
63760,109.15,39.65,90.0
63761,109.25,39.65,90.0
63762,109.35,39.65,90.0
63763,109.45,39.65,89.0
63764,109.55,39.65,89.0
63765,109.65,39.65,88.0
63766,109.75,39.65,87.0
63767,109.85,39.65,88.0
63768,109.95,39.65,88.0
63769,110.05,39.65,89.0
63770,110.15,39.65,90.0
63771,110.25,39.65,88.0
63772,110.35,39.65,89.0
63773,110.45,39.65,90.0
63774,110.55,39.65,91.0
63775,110.65,39.65,92.0
63776,110.75,39.65,91.0
63777,110.85,39.65,85.0
63778,110.95,39.65,90.0
63779,111.05,39.65,89.0
63780,111.15,39.65,90.0
63781,111.25,39.65,90.0
63782,111.35,39.65,91.0
63783,111.45,39.65,91.0
63784,111.55,39.65,91.0
63785,111.65,39.65,90.0
63786,111.75,39.65,90.0
63787,111.85,39.65,91.0
63788,111.95,39.65,91.0
63789,112.05,39.65,91.0
63790,112.15,39.65,91.0
63791,112.25,39.65,90.0
63792,112.35,39.65,90.0
63793,112.45,39.65,90.0
63794,112.55,39.65,89.0
63795,112.65,39.65,89.0
63796,112.75,39.65,88.0
63797,112.85,39.65,87.0
63798,112.95,39.65,88.0
63799,113.05,39.65,88.0
63800,113.15,39.65,89.0
63801,113.25,39.65,88.0
63802,113.35,39.65,88.0
63803,113.45,39.65,89.0
63804,113.55,39.65,90.0
63805,113.65,39.65,89.0
63806,113.75,39.65,90.0
63807,113.85,39.65,90.0
63808,113.95,39.65,90.0
63809,114.05,39.65,90.0
63810,114.15,39.65,89.0
63811,114.25,39.65,89.0
63812,114.35,39.65,88.0
63813,114.45,39.65,88.0
63814,114.55,39.65,89.0
63815,114.65,39.65,89.0
63816,114.75,39.65,89.0
63817,114.85,39.65,89.0
63818,114.95,39.65,88.0
63819,115.05,39.65,90.0
63820,115.15,39.65,90.0
63821,115.25,39.65,91.0
63822,115.35,39.65,91.0
63823,115.45,39.65,91.0
63824,115.55,39.65,91.0
63825,115.65,39.65,91.0
63826,115.75,39.65,88.0
63827,115.85,39.65,86.0
63828,115.95,39.65,84.0
63829,116.05,39.65,84.0
63830,116.15,39.65,85.0
63831,116.25,39.65,82.0
63832,116.35,39.65,82.0
63833,116.45,39.65,82.0
63834,116.55,39.65,83.0
63835,116.65,39.65,82.0
63836,116.75,39.65,81.0
63837,116.85,39.65,80.0
63838,116.95,39.65,81.0
63839,117.05,39.65,81.0
63840,117.15,39.65,81.0
63841,117.25,39.65,80.0
63842,117.35,39.65,80.0
63843,117.45,39.65,81.0
63844,117.55,39.65,80.0
63845,117.65,39.65,80.0
63846,117.75,39.65,80.0
63847,117.85,39.65,80.0
63848,117.95,39.65,77.0
63849,118.05,39.65,77.0
63850,118.15,39.65,75.0
63851,118.25,39.65,76.0
63852,118.35,39.65,76.0
63853,118.45,39.65,76.0
63854,118.55,39.65,77.0
63855,118.65,39.65,77.0
63856,118.75,39.65,77.0
63857,118.85,39.65,77.0
63858,118.95,39.65,77.0
63859,119.05,39.65,78.0
63860,119.15,39.65,78.0
63861,119.25,39.65,78.0
63862,119.35,39.65,78.0
63864,121.55,39.65,80.0
63865,121.65,39.65,80.0
63866,121.75,39.65,80.0
63867,121.85,39.65,80.0
63868,121.95,39.65,78.0
63869,122.05,39.65,79.0
63870,122.15,39.65,80.0
63871,122.25,39.65,81.0
63872,122.35,39.65,82.0
63873,122.45,39.65,82.0
63874,122.55,39.65,81.0
63875,122.65,39.65,80.0
63876,122.75,39.65,79.0
63877,122.85,39.65,78.0
63878,122.95,39.65,78.0
63879,123.05,39.65,80.0
63880,123.15,39.65,82.0
63881,123.25,39.65,82.0
63885,73.95,39.75,93.0
63886,74.05,39.75,91.0
63887,74.15,39.75,89.0
63888,74.25,39.75,89.0
63889,74.35,39.75,89.0
63890,74.45,39.75,88.0
63891,74.55,39.75,88.0
63892,74.65,39.75,88.0
63893,74.75,39.75,88.0
63894,74.85,39.75,89.0
63895,74.95,39.75,90.0
63896,75.05,39.75,88.0
63897,75.15,39.75,88.0
63898,75.25,39.75,86.0
63899,75.35,39.75,89.0
63900,75.45,39.75,88.0
63901,75.55,39.75,88.0
63902,75.65,39.75,88.0
63903,75.75,39.75,87.0
63904,75.85,39.75,87.0
63905,75.95,39.75,86.0
63906,76.05,39.75,85.0
63907,76.15,39.75,84.0
63908,76.25,39.75,87.0
63909,76.35,39.75,89.0
63910,76.45,39.75,89.0
63911,76.55,39.75,89.0
63912,76.65,39.75,89.0
63913,76.75,39.75,90.0
63914,76.85,39.75,91.0
63915,76.95,39.75,91.0
63916,77.05,39.75,90.0
63917,77.15,39.75,90.0
63918,77.25,39.75,90.0
63919,77.35,39.75,90.0
63920,77.45,39.75,90.0
63921,77.55,39.75,90.0
63922,77.65,39.75,90.0
63923,77.75,39.75,90.0
63924,77.85,39.75,89.0
63925,77.95,39.75,90.0
63926,78.05,39.75,90.0
63927,78.15,39.75,90.0
63928,78.25,39.75,91.0
63929,78.35,39.75,90.0
63930,78.45,39.75,90.0
63931,78.55,39.75,88.0
63932,78.65,39.75,90.0
63933,78.75,39.75,89.0
63934,78.85,39.75,90.0
63935,78.95,39.75,90.0
63936,79.05,39.75,89.0
63937,79.15,39.75,89.0
63938,79.25,39.75,90.0
63939,79.35,39.75,90.0
63940,79.45,39.75,91.0
63941,79.55,39.75,90.0
63942,79.65,39.75,90.0
63943,79.75,39.75,89.0
63944,79.85,39.75,88.0
63945,79.95,39.75,88.0
63946,80.05,39.75,90.0
63947,80.15,39.75,88.0
63948,80.25,39.75,87.0
63949,80.35,39.75,88.0
63950,80.45,39.75,87.0
63951,80.55,39.75,87.0
63952,80.65,39.75,88.0
63953,80.75,39.75,89.0
63954,80.85,39.75,88.0
63955,80.95,39.75,89.0
63956,81.05,39.75,89.0
63957,81.15,39.75,89.0
63958,81.25,39.75,90.0
63959,81.35,39.75,89.0
63960,81.45,39.75,89.0
63961,81.55,39.75,90.0
63962,81.65,39.75,89.0
63963,81.75,39.75,90.0
63964,81.85,39.75,90.0
63965,81.95,39.75,90.0
63966,82.05,39.75,90.0
63967,82.15,39.75,91.0
63968,82.25,39.75,91.0
63969,82.35,39.75,91.0
63970,82.45,39.75,90.0
63971,82.55,39.75,90.0
63972,82.65,39.75,89.0
63973,82.75,39.75,89.0
63974,82.85,39.75,91.0
63975,82.95,39.75,91.0
63976,83.05,39.75,91.0
63977,83.15,39.75,90.0
63978,83.25,39.75,90.0
63979,83.35,39.75,90.0
63980,83.45,39.75,90.0
63981,83.55,39.75,90.0
63982,83.65,39.75,90.0
63983,83.75,39.75,90.0
63984,83.85,39.75,91.0
63985,83.95,39.75,90.0
63986,84.05,39.75,90.0
63987,84.15,39.75,90.0
63988,84.25,39.75,91.0
63989,84.35,39.75,91.0
63990,84.45,39.75,91.0
63991,84.55,39.75,92.0
63992,84.65,39.75,92.0
63993,84.75,39.75,92.0
63994,84.85,39.75,92.0
63995,84.95,39.75,92.0
63996,85.05,39.75,92.0
63997,85.15,39.75,92.0
63998,85.25,39.75,92.0
63999,85.35,39.75,92.0
64000,85.45,39.75,92.0
64001,85.55,39.75,92.0
64002,85.65,39.75,92.0
64003,85.75,39.75,92.0
64004,85.85,39.75,91.0
64005,85.95,39.75,92.0
64006,86.05,39.75,91.0
64007,86.15,39.75,91.0
64008,86.25,39.75,91.0
64009,86.35,39.75,91.0
64010,86.45,39.75,91.0
64011,86.55,39.75,91.0
64012,86.65,39.75,91.0
64013,86.75,39.75,91.0
64014,86.85,39.75,92.0
64015,86.95,39.75,92.0
64016,87.05,39.75,92.0
64017,87.15,39.75,92.0
64018,87.25,39.75,92.0
64019,87.35,39.75,92.0
64020,87.45,39.75,92.0
64021,87.55,39.75,92.0
64022,87.65,39.75,92.0
64023,87.75,39.75,91.0
64024,87.85,39.75,91.0
64025,87.95,39.75,91.0
64026,88.05,39.75,91.0
64027,88.15,39.75,91.0
64028,88.25,39.75,91.0
64029,88.35,39.75,90.0
64030,88.45,39.75,90.0
64031,88.55,39.75,90.0
64032,88.65,39.75,91.0
64033,88.75,39.75,92.0
64034,88.85,39.75,92.0
64035,88.95,39.75,92.0
64036,89.05,39.75,92.0
64037,89.15,39.75,92.0
64038,89.25,39.75,92.0
64039,89.35,39.75,92.0
64040,89.45,39.75,93.0
64041,89.55,39.75,92.0
64042,89.65,39.75,93.0
64043,89.75,39.75,92.0
64044,89.85,39.75,92.0
64045,89.95,39.75,92.0
64046,90.05,39.75,93.0
64047,90.15,39.75,93.0
64048,90.25,39.75,93.0
64049,90.35,39.75,93.0
64050,90.45,39.75,93.0
64051,90.55,39.75,93.0
64052,90.65,39.75,93.0
64053,90.75,39.75,94.0
64054,90.85,39.75,93.0
64055,90.95,39.75,92.0
64056,91.05,39.75,92.0
64057,91.15,39.75,92.0
64058,91.25,39.75,91.0
64059,91.35,39.75,91.0
64060,91.45,39.75,92.0
64061,91.55,39.75,92.0
64062,91.65,39.75,92.0
64063,91.75,39.75,93.0
64064,91.85,39.75,93.0
64065,91.95,39.75,92.0
64066,92.05,39.75,92.0
64067,92.15,39.75,92.0
64068,92.25,39.75,92.0
64069,92.35,39.75,92.0
64070,92.45,39.75,93.0
64071,92.55,39.75,93.0
64072,92.65,39.75,93.0
64073,92.75,39.75,93.0
64074,92.85,39.75,93.0
64075,92.95,39.75,93.0
64076,93.05,39.75,94.0
64077,93.15,39.75,95.0
64078,93.25,39.75,95.0
64079,93.35,39.75,94.0
64080,93.45,39.75,94.0
64081,93.55,39.75,94.0
64082,93.65,39.75,94.0
64083,93.75,39.75,94.0
64084,93.85,39.75,94.0
64085,93.95,39.75,93.0
64086,94.05,39.75,93.0
64087,94.15,39.75,92.0
64088,94.25,39.75,92.0
64089,94.35,39.75,92.0
64090,94.45,39.75,92.0
64091,94.55,39.75,92.0
64092,94.65,39.75,92.0
64093,94.75,39.75,92.0
64094,94.85,39.75,92.0
64095,94.95,39.75,93.0
64096,95.05,39.75,94.0
64097,95.15,39.75,94.0
64098,95.25,39.75,93.0
64099,95.35,39.75,96.0
64100,95.45,39.75,96.0
64101,95.55,39.75,96.0
64102,95.65,39.75,96.0
64103,95.75,39.75,95.0
64104,95.85,39.75,94.0
64105,95.95,39.75,93.0
64106,96.05,39.75,94.0
64107,96.15,39.75,94.0
64108,96.25,39.75,93.0
64109,96.35,39.75,93.0
64110,96.45,39.75,94.0
64111,96.55,39.75,95.0
64112,96.65,39.75,95.0
64113,96.75,39.75,95.0
64114,96.85,39.75,95.0
64115,96.95,39.75,95.0
64116,97.05,39.75,94.0
64117,97.15,39.75,95.0
64118,97.25,39.75,95.0
64119,97.35,39.75,95.0
64120,97.45,39.75,95.0
64121,97.55,39.75,96.0
64122,97.65,39.75,96.0
64123,97.75,39.75,93.0
64124,97.85,39.75,91.0
64125,97.95,39.75,92.0
64126,98.05,39.75,91.0
64127,98.15,39.75,90.0
64128,98.25,39.75,88.0
64129,98.35,39.75,87.0
64130,98.45,39.75,87.0
64131,98.55,39.75,88.0
64132,98.65,39.75,89.0
64133,98.75,39.75,90.0
64134,98.85,39.75,90.0
64135,98.95,39.75,90.0
64136,99.05,39.75,91.0
64137,99.15,39.75,93.0
64138,99.25,39.75,93.0
64139,99.35,39.75,93.0
64140,99.45,39.75,94.0
64141,99.55,39.75,94.0
64142,99.65,39.75,93.0
64143,99.75,39.75,93.0
64144,99.85,39.75,93.0
64145,99.95,39.75,94.0
64146,100.05,39.75,94.0
64147,100.15,39.75,94.0
64148,100.25,39.75,94.0
64149,100.35,39.75,94.0
64150,100.45,39.75,94.0
64151,100.55,39.75,94.0
64152,100.65,39.75,95.0
64153,100.75,39.75,95.0
64154,100.85,39.75,94.0
64155,100.95,39.75,94.0
64156,101.05,39.75,94.0
64157,101.15,39.75,95.0
64158,101.25,39.75,95.0
64159,101.35,39.75,94.0
64160,101.45,39.75,94.0
64161,101.55,39.75,92.0
64162,101.65,39.75,91.0
64163,101.75,39.75,91.0
64164,101.85,39.75,91.0
64165,101.95,39.75,91.0
64166,102.05,39.75,91.0
64167,102.15,39.75,91.0
64168,102.25,39.75,91.0
64169,102.35,39.75,91.0
64170,102.45,39.75,91.0
64171,102.55,39.75,91.0
64172,102.65,39.75,91.0
64173,102.75,39.75,91.0
64174,102.85,39.75,90.0
64175,102.95,39.75,90.0
64176,103.05,39.75,90.0
64177,103.15,39.75,91.0
64178,103.25,39.75,91.0
64179,103.35,39.75,90.0
64180,103.45,39.75,91.0
64181,103.55,39.75,90.0
64182,103.65,39.75,90.0
64183,103.75,39.75,91.0
64184,103.85,39.75,90.0
64185,103.95,39.75,90.0
64186,104.05,39.75,90.0
64187,104.15,39.75,92.0
64188,104.25,39.75,90.0
64189,104.35,39.75,90.0
64190,104.45,39.75,90.0
64191,104.55,39.75,90.0
64192,104.65,39.75,90.0
64193,104.75,39.75,90.0
64194,104.85,39.75,90.0
64195,104.95,39.75,90.0
64196,105.05,39.75,91.0
64197,105.15,39.75,91.0
64198,105.25,39.75,91.0
64199,105.35,39.75,91.0
64200,105.45,39.75,92.0
64201,105.55,39.75,91.0
64202,105.65,39.75,91.0
64203,105.75,39.75,92.0
64204,105.85,39.75,92.0
64205,105.95,39.75,92.0
64206,106.05,39.75,92.0
64207,106.15,39.75,92.0
64208,106.25,39.75,92.0
64209,106.35,39.75,92.0
64210,106.45,39.75,92.0
64211,106.55,39.75,90.0
64212,106.65,39.75,88.0
64213,106.75,39.75,84.0
64214,106.85,39.75,83.0
64215,106.95,39.75,85.0
64216,107.05,39.75,85.0
64217,107.15,39.75,85.0
64218,107.25,39.75,86.0
64219,107.35,39.75,86.0
64220,107.45,39.75,88.0
64221,107.55,39.75,89.0
64222,107.65,39.75,88.0
64223,107.75,39.75,89.0
64224,107.85,39.75,89.0
64225,107.95,39.75,89.0
64226,108.05,39.75,89.0
64227,108.15,39.75,89.0
64228,108.25,39.75,89.0
64229,108.35,39.75,89.0
64230,108.45,39.75,89.0
64231,108.55,39.75,89.0
64232,108.65,39.75,89.0
64233,108.75,39.75,89.0
64234,108.85,39.75,89.0
64235,108.95,39.75,89.0
64236,109.05,39.75,90.0
64237,109.15,39.75,90.0
64238,109.25,39.75,90.0
64239,109.35,39.75,90.0
64240,109.45,39.75,90.0
64241,109.55,39.75,90.0
64242,109.65,39.75,89.0
64243,109.75,39.75,88.0
64244,109.85,39.75,87.0
64245,109.95,39.75,88.0
64246,110.05,39.75,87.0
64247,110.15,39.75,87.0
64248,110.25,39.75,86.0
64249,110.35,39.75,88.0
64250,110.45,39.75,89.0
64251,110.55,39.75,90.0
64252,110.65,39.75,89.0
64253,110.75,39.75,90.0
64254,110.85,39.75,84.0
64255,110.95,39.75,89.0
64256,111.05,39.75,89.0
64257,111.15,39.75,83.0
64258,111.25,39.75,84.0
64259,111.35,39.75,89.0
64260,111.45,39.75,90.0
64261,111.55,39.75,91.0
64262,111.65,39.75,91.0
64263,111.75,39.75,90.0
64264,111.85,39.75,91.0
64265,111.95,39.75,91.0
64266,112.05,39.75,91.0
64267,112.15,39.75,91.0
64268,112.25,39.75,91.0
64269,112.35,39.75,90.0
64270,112.45,39.75,90.0
64271,112.55,39.75,89.0
64272,112.65,39.75,88.0
64273,112.75,39.75,88.0
64274,112.85,39.75,87.0
64275,112.95,39.75,87.0
64276,113.05,39.75,86.0
64277,113.15,39.75,86.0
64278,113.25,39.75,88.0
64279,113.35,39.75,88.0
64280,113.45,39.75,88.0
64281,113.55,39.75,88.0
64282,113.65,39.75,87.0
64283,113.75,39.75,89.0
64284,113.85,39.75,91.0
64285,113.95,39.75,90.0
64286,114.05,39.75,90.0
64287,114.15,39.75,90.0
64288,114.25,39.75,88.0
64289,114.35,39.75,87.0
64290,114.45,39.75,87.0
64291,114.55,39.75,88.0
64292,114.65,39.75,89.0
64293,114.75,39.75,89.0
64294,114.85,39.75,89.0
64295,114.95,39.75,88.0
64296,115.05,39.75,90.0
64297,115.15,39.75,90.0
64298,115.25,39.75,90.0
64299,115.35,39.75,90.0
64300,115.45,39.75,91.0
64301,115.55,39.75,90.0
64302,115.65,39.75,89.0
64303,115.75,39.75,90.0
64304,115.85,39.75,88.0
64305,115.95,39.75,84.0
64306,116.05,39.75,84.0
64307,116.15,39.75,81.0
64308,116.25,39.75,83.0
64309,116.35,39.75,79.0
64310,116.45,39.75,81.0
64311,116.55,39.75,82.0
64312,116.65,39.75,82.0
64313,116.75,39.75,81.0
64314,116.85,39.75,80.0
64315,116.95,39.75,80.0
64316,117.05,39.75,81.0
64317,117.15,39.75,81.0
64318,117.25,39.75,80.0
64319,117.35,39.75,79.0
64320,117.45,39.75,80.0
64321,117.55,39.75,80.0
64322,117.65,39.75,80.0
64323,117.75,39.75,80.0
64324,117.85,39.75,79.0
64325,117.95,39.75,78.0
64326,118.05,39.75,78.0
64327,118.15,39.75,77.0
64328,118.25,39.75,77.0
64329,118.35,39.75,77.0
64330,118.45,39.75,76.0
64331,118.55,39.75,77.0
64332,118.65,39.75,76.0
64333,118.75,39.75,78.0
64334,118.85,39.75,77.0
64335,118.95,39.75,78.0
64336,119.05,39.75,78.0
64337,119.15,39.75,78.0
64338,119.25,39.75,78.0
64339,119.35,39.75,78.0
64340,119.45,39.75,78.0
64341,121.45,39.75,78.0
64342,121.55,39.75,81.0
64343,121.65,39.75,79.0
64344,121.75,39.75,78.0
64345,121.85,39.75,78.0
64346,121.95,39.75,79.0
64347,122.05,39.75,80.0
64348,122.15,39.75,79.0
64349,122.25,39.75,80.0
64350,122.35,39.75,81.0
64351,122.45,39.75,81.0
64352,122.55,39.75,80.0
64353,122.65,39.75,80.0
64354,122.75,39.75,80.0
64355,122.85,39.75,78.0
64356,122.95,39.75,78.0
64357,123.05,39.75,79.0
64358,123.15,39.75,81.0
64359,123.25,39.75,81.0
64360,123.35,39.75,82.0
64361,123.45,39.75,82.0
64362,123.55,39.75,83.0
64363,123.65,39.75,84.0
64367,73.95,39.85,92.0
64368,74.05,39.85,91.0
64369,74.15,39.85,90.0
64370,74.25,39.85,89.0
64371,74.35,39.85,88.0
64372,74.45,39.85,88.0
64373,74.55,39.85,88.0
64374,74.65,39.85,87.0
64375,74.75,39.85,88.0
64376,74.85,39.85,88.0
64377,74.95,39.85,87.0
64378,75.05,39.85,88.0
64379,75.15,39.85,88.0
64380,75.25,39.85,87.0
64381,75.35,39.85,88.0
64382,75.45,39.85,88.0
64383,75.55,39.85,88.0
64384,75.65,39.85,88.0
64385,75.75,39.85,88.0
64386,75.85,39.85,87.0
64387,75.95,39.85,87.0
64388,76.05,39.85,87.0
64389,76.15,39.85,87.0
64390,76.25,39.85,88.0
64391,76.35,39.85,88.0
64392,76.45,39.85,89.0
64393,76.55,39.85,89.0
64394,76.65,39.85,90.0
64395,76.75,39.85,90.0
64396,76.85,39.85,90.0
64397,76.95,39.85,90.0
64398,77.05,39.85,90.0
64399,77.15,39.85,90.0
64400,77.25,39.85,90.0
64401,77.35,39.85,89.0
64402,77.45,39.85,89.0
64403,77.55,39.85,89.0
64404,77.65,39.85,89.0
64405,77.75,39.85,89.0
64406,77.85,39.85,90.0
64407,77.95,39.85,89.0
64408,78.05,39.85,89.0
64409,78.15,39.85,89.0
64410,78.25,39.85,90.0
64411,78.35,39.85,91.0
64412,78.45,39.85,89.0
64413,78.55,39.85,88.0
64414,78.65,39.85,90.0
64415,78.75,39.85,89.0
64416,78.85,39.85,90.0
64417,78.95,39.85,90.0
64418,79.05,39.85,87.0
64419,79.15,39.85,90.0
64420,79.25,39.85,91.0
64421,79.35,39.85,90.0
64422,79.45,39.85,91.0
64423,79.55,39.85,90.0
64424,79.65,39.85,90.0
64425,79.75,39.85,90.0
64426,79.85,39.85,90.0
64427,79.95,39.85,89.0
64428,80.05,39.85,89.0
64429,80.15,39.85,89.0
64430,80.25,39.85,88.0
64431,80.35,39.85,88.0
64432,80.45,39.85,89.0
64433,80.55,39.85,88.0
64434,80.65,39.85,88.0
64435,80.75,39.85,89.0
64436,80.85,39.85,89.0
64437,80.95,39.85,89.0
64438,81.05,39.85,89.0
64439,81.15,39.85,89.0
64440,81.25,39.85,89.0
64441,81.35,39.85,89.0
64442,81.45,39.85,90.0
64443,81.55,39.85,91.0
64444,81.65,39.85,90.0
64445,81.75,39.85,90.0
64446,81.85,39.85,90.0
64447,81.95,39.85,91.0
64448,82.05,39.85,90.0
64449,82.15,39.85,90.0
64450,82.25,39.85,90.0
64451,82.35,39.85,91.0
64452,82.45,39.85,91.0
64453,82.55,39.85,90.0
64454,82.65,39.85,90.0
64455,82.75,39.85,90.0
64456,82.85,39.85,91.0
64457,82.95,39.85,91.0
64458,83.05,39.85,91.0
64459,83.15,39.85,90.0
64460,83.25,39.85,90.0
64461,83.35,39.85,90.0
64462,83.45,39.85,90.0
64463,83.55,39.85,90.0
64464,83.65,39.85,91.0
64465,83.75,39.85,90.0
64466,83.85,39.85,90.0
64467,83.95,39.85,90.0
64468,84.05,39.85,90.0
64469,84.15,39.85,91.0
64470,84.25,39.85,91.0
64471,84.35,39.85,91.0
64472,84.45,39.85,91.0
64473,84.55,39.85,92.0
64474,84.65,39.85,92.0
64475,84.75,39.85,92.0
64476,84.85,39.85,92.0
64477,84.95,39.85,92.0
64478,85.05,39.85,92.0
64479,85.15,39.85,93.0
64480,85.25,39.85,92.0
64481,85.35,39.85,92.0
64482,85.45,39.85,92.0
64483,85.55,39.85,92.0
64484,85.65,39.85,92.0
64485,85.75,39.85,92.0
64486,85.85,39.85,91.0
64487,85.95,39.85,92.0
64488,86.05,39.85,91.0
64489,86.15,39.85,91.0
64490,86.25,39.85,91.0
64491,86.35,39.85,91.0
64492,86.45,39.85,91.0
64493,86.55,39.85,91.0
64494,86.65,39.85,91.0
64495,86.75,39.85,91.0
64496,86.85,39.85,91.0
64497,86.95,39.85,91.0
64498,87.05,39.85,92.0
64499,87.15,39.85,92.0
64500,87.25,39.85,92.0
64501,87.35,39.85,91.0
64502,87.45,39.85,91.0
64503,87.55,39.85,91.0
64504,87.65,39.85,92.0
64505,87.75,39.85,91.0
64506,87.85,39.85,91.0
64507,87.95,39.85,91.0
64508,88.05,39.85,91.0
64509,88.15,39.85,90.0
64510,88.25,39.85,90.0
64511,88.35,39.85,90.0
64512,88.45,39.85,90.0
64513,88.55,39.85,91.0
64514,88.65,39.85,91.0
64515,88.75,39.85,91.0
64516,88.85,39.85,92.0
64517,88.95,39.85,92.0
64518,89.05,39.85,92.0
64519,89.15,39.85,92.0
64520,89.25,39.85,92.0
64521,89.35,39.85,92.0
64522,89.45,39.85,92.0
64523,89.55,39.85,92.0
64524,89.65,39.85,93.0
64525,89.75,39.85,93.0
64526,89.85,39.85,93.0
64527,89.95,39.85,93.0
64528,90.05,39.85,92.0
64529,90.15,39.85,92.0
64530,90.25,39.85,93.0
64531,90.35,39.85,93.0
