GridID,X_Lon,Y_Lat,M8H_O3
31299,80.35,32.35,99.0
31300,80.45,32.35,100.0
31301,80.55,32.35,99.0
31302,80.65,32.35,100.0
31303,80.75,32.35,99.0
31304,80.85,32.35,100.0
31305,80.95,32.35,101.0
31306,81.05,32.35,100.0
31307,81.15,32.35,101.0
31308,81.25,32.35,100.0
31309,81.35,32.35,100.0
31310,81.45,32.35,100.0
31311,81.55,32.35,100.0
31312,81.65,32.35,101.0
31313,81.75,32.35,100.0
31314,81.85,32.35,99.0
31315,81.95,32.35,99.0
31316,82.05,32.35,99.0
31317,82.15,32.35,99.0
31318,82.25,32.35,99.0
31319,82.35,32.35,98.0
31320,82.45,32.35,100.0
31321,82.55,32.35,100.0
31322,82.65,32.35,100.0
31323,82.75,32.35,100.0
31324,82.85,32.35,100.0
31325,82.95,32.35,100.0
31326,83.05,32.35,101.0
31327,83.15,32.35,100.0
31328,83.25,32.35,100.0
31329,83.35,32.35,101.0
31330,83.45,32.35,101.0
31331,83.55,32.35,101.0
31332,83.65,32.35,101.0
31333,83.75,32.35,101.0
31334,83.85,32.35,100.0
31335,83.95,32.35,98.0
31336,84.05,32.35,98.0
31337,84.15,32.35,98.0
31338,84.25,32.35,99.0
31339,84.35,32.35,102.0
31340,84.45,32.35,102.0
31341,84.55,32.35,102.0
31342,84.65,32.35,102.0
31343,84.75,32.35,103.0
31344,84.85,32.35,103.0
31345,84.95,32.35,103.0
31346,85.05,32.35,103.0
31347,85.15,32.35,103.0
31348,85.25,32.35,103.0
31349,85.35,32.35,105.0
31350,85.45,32.35,106.0
31351,85.55,32.35,107.0
31352,85.65,32.35,107.0
31353,85.75,32.35,107.0
31354,85.85,32.35,106.0
31355,85.95,32.35,107.0
31356,86.05,32.35,108.0
31357,86.15,32.35,108.0
31358,86.25,32.35,109.0
31359,86.35,32.35,109.0
31360,86.45,32.35,109.0
31361,86.55,32.35,108.0
31362,86.65,32.35,108.0
31363,86.75,32.35,108.0
31364,86.85,32.35,107.0
31365,86.95,32.35,107.0
31366,87.05,32.35,106.0
31367,87.15,32.35,105.0
31368,87.25,32.35,105.0
31369,87.35,32.35,106.0
31370,87.45,32.35,108.0
31371,87.55,32.35,110.0
31372,87.65,32.35,111.0
31373,87.75,32.35,111.0
31374,87.85,32.35,108.0
31375,87.95,32.35,109.0
31376,88.05,32.35,109.0
31377,88.15,32.35,108.0
31378,88.25,32.35,107.0
31379,88.35,32.35,108.0
31380,88.45,32.35,107.0
31381,88.55,32.35,107.0
31382,88.65,32.35,108.0
31383,88.75,32.35,109.0
31384,88.85,32.35,106.0
31385,88.95,32.35,106.0
31386,89.05,32.35,107.0
31387,89.15,32.35,108.0
31388,89.25,32.35,106.0
31389,89.35,32.35,106.0
31390,89.45,32.35,108.0
31391,89.55,32.35,106.0
31392,89.65,32.35,107.0
31393,89.75,32.35,108.0
31394,89.85,32.35,107.0
31395,89.95,32.35,107.0
31396,90.05,32.35,107.0
31397,90.15,32.35,107.0
31398,90.25,32.35,107.0
31399,90.35,32.35,108.0
31400,90.45,32.35,108.0
31401,90.55,32.35,107.0
31402,90.65,32.35,107.0
31403,90.75,32.35,108.0
31404,90.85,32.35,107.0
31405,90.95,32.35,107.0
31406,91.05,32.35,109.0
31407,91.15,32.35,109.0
31408,91.25,32.35,108.0
31409,91.35,32.35,108.0
31410,91.45,32.35,108.0
31411,91.55,32.35,106.0
31412,91.65,32.35,105.0
31413,91.75,32.35,105.0
31414,91.85,32.35,104.0
31415,91.95,32.35,105.0
31416,92.05,32.35,107.0
31417,92.15,32.35,106.0
31418,92.25,32.35,107.0
31419,92.35,32.35,108.0
31420,92.45,32.35,110.0
31421,92.55,32.35,108.0
31422,92.65,32.35,108.0
31423,92.75,32.35,106.0
31424,92.85,32.35,104.0
31425,92.95,32.35,103.0
31426,93.05,32.35,103.0
31427,93.15,32.35,102.0
31428,93.25,32.35,102.0
31429,93.35,32.35,102.0
31430,93.45,32.35,102.0
31431,93.55,32.35,103.0
31432,93.65,32.35,103.0
31433,93.75,32.35,104.0
31434,93.85,32.35,105.0
31435,93.95,32.35,103.0
31436,94.05,32.35,103.0
31437,94.15,32.35,105.0
31438,94.25,32.35,104.0
31439,94.35,32.35,104.0
31440,94.45,32.35,104.0
31441,94.55,32.35,104.0
31442,94.65,32.35,103.0
31443,94.75,32.35,102.0
31444,94.85,32.35,103.0
31445,94.95,32.35,103.0
31446,95.05,32.35,103.0
31447,95.15,32.35,102.0
31448,95.25,32.35,98.0
31449,95.35,32.35,97.0
31450,95.45,32.35,98.0
31451,95.55,32.35,98.0
31452,95.65,32.35,103.0
31453,95.75,32.35,99.0
31454,95.85,32.35,102.0
31455,95.95,32.35,97.0
31456,96.05,32.35,96.0
31457,96.15,32.35,95.0
31458,96.25,32.35,95.0
31459,96.35,32.35,96.0
31460,96.45,32.35,95.0
31461,96.55,32.35,95.0
31462,96.65,32.35,95.0
31463,96.75,32.35,95.0
31464,96.85,32.35,97.0
31465,96.95,32.35,96.0
31466,97.05,32.35,97.0
31467,97.15,32.35,96.0
31468,97.25,32.35,97.0
31469,97.35,32.35,98.0
31470,97.45,32.35,99.0
31471,97.55,32.35,99.0
31472,97.65,32.35,98.0
31473,97.75,32.35,99.0
31474,97.85,32.35,95.0
31475,97.95,32.35,97.0
31476,98.05,32.35,96.0
31477,98.15,32.35,93.0
31478,98.25,32.35,91.0
31479,98.35,32.35,95.0
31480,98.45,32.35,96.0
31481,98.55,32.35,95.0
31482,98.65,32.35,95.0
31483,98.75,32.35,95.0
31484,98.85,32.35,95.0
31485,98.95,32.35,95.0
31486,99.05,32.35,97.0
31487,99.15,32.35,96.0
31488,99.25,32.35,94.0
31489,99.35,32.35,92.0
31490,99.45,32.35,93.0
31491,99.55,32.35,93.0
31492,99.65,32.35,93.0
31493,99.75,32.35,93.0
31494,99.85,32.35,93.0
31495,99.95,32.35,92.0
31496,100.05,32.35,92.0
31497,100.15,32.35,92.0
31498,100.25,32.35,91.0
31499,100.35,32.35,92.0
31500,100.45,32.35,92.0
31501,100.55,32.35,91.0
31502,100.65,32.35,91.0
31503,100.75,32.35,89.0
31504,100.85,32.35,89.0
31505,100.95,32.35,91.0
31506,101.05,32.35,91.0
31507,101.15,32.35,91.0
31508,101.25,32.35,91.0
31509,101.35,32.35,91.0
31510,101.45,32.35,93.0
31511,101.55,32.35,88.0
31512,101.65,32.35,87.0
31513,101.75,32.35,90.0
31514,101.85,32.35,91.0
31515,101.95,32.35,87.0
31516,102.05,32.35,88.0
31517,102.15,32.35,91.0
31518,102.25,32.35,90.0
31519,102.35,32.35,89.0
31520,102.45,32.35,89.0
31521,102.55,32.35,88.0
31522,102.65,32.35,93.0
31523,102.75,32.35,91.0
31524,102.85,32.35,88.0
31525,102.95,32.35,90.0
31526,103.05,32.35,85.0
31527,103.15,32.35,83.0
31528,103.25,32.35,83.0
31529,103.35,32.35,83.0
31530,103.45,32.35,84.0
31531,103.55,32.35,84.0
31532,103.65,32.35,84.0
31533,103.75,32.35,86.0
31534,103.85,32.35,84.0
31535,103.95,32.35,82.0
31536,104.05,32.35,81.0
31537,104.15,32.35,81.0
31538,104.25,32.35,80.0
31539,104.35,32.35,78.0
31540,104.45,32.35,79.0
31541,104.55,32.35,75.0
31542,104.65,32.35,75.0
31543,104.75,32.35,75.0
31544,104.85,32.35,76.0
31545,104.95,32.35,76.0
31546,105.05,32.35,76.0
31547,105.15,32.35,75.0
31548,105.25,32.35,73.0
31549,105.35,32.35,73.0
31550,105.45,32.35,74.0
31551,105.55,32.35,74.0
31552,105.65,32.35,77.0
31553,105.75,32.35,76.0
31554,105.85,32.35,74.0
31555,105.95,32.35,77.0
31556,106.05,32.35,75.0
31557,106.15,32.35,76.0
31558,106.25,32.35,77.0
31559,106.35,32.35,77.0
31560,106.45,32.35,77.0
31561,106.55,32.35,78.0
31562,106.65,32.35,78.0
31563,106.75,32.35,79.0
31564,106.85,32.35,81.0
31565,106.95,32.35,81.0
31566,107.05,32.35,80.0
31567,107.15,32.35,80.0
31568,107.25,32.35,81.0
31569,107.35,32.35,82.0
31570,107.45,32.35,83.0
31571,107.55,32.35,83.0
31572,107.65,32.35,83.0
31573,107.75,32.35,84.0
31574,107.85,32.35,84.0
31575,107.95,32.35,84.0
31576,108.05,32.35,85.0
31577,108.15,32.35,84.0
31578,108.25,32.35,84.0
31579,108.35,32.35,83.0
31580,108.45,32.35,83.0
31581,108.55,32.35,85.0
31582,108.65,32.35,84.0
31583,108.75,32.35,84.0
31584,108.85,32.35,85.0
31585,108.95,32.35,84.0
31586,109.05,32.35,84.0
31587,109.15,32.35,83.0
31588,109.25,32.35,83.0
31589,109.35,32.35,84.0
31590,109.45,32.35,84.0
31591,109.55,32.35,84.0
31592,109.65,32.35,85.0
31593,109.75,32.35,85.0
31594,109.85,32.35,84.0
31595,109.95,32.35,85.0
31596,110.05,32.35,83.0
31597,110.15,32.35,82.0
31598,110.25,32.35,83.0
31599,110.35,32.35,84.0
31600,110.45,32.35,84.0
31601,110.55,32.35,83.0
31602,110.65,32.35,85.0
31603,110.75,32.35,86.0
31604,110.85,32.35,85.0
31605,110.95,32.35,85.0
31606,111.05,32.35,84.0
31607,111.15,32.35,85.0
31608,111.25,32.35,86.0
31609,111.35,32.35,87.0
31610,111.45,32.35,90.0
31611,111.55,32.35,94.0
31612,111.65,32.35,105.0
31613,111.75,32.35,108.0
31614,111.85,32.35,107.0
31615,111.95,32.35,109.0
31616,112.05,32.35,111.0
31617,112.15,32.35,114.0
31618,112.25,32.35,118.0
31619,112.35,32.35,119.0
31620,112.45,32.35,119.0
31621,112.55,32.35,119.0
31622,112.65,32.35,119.0
31623,112.75,32.35,118.0
31624,112.85,32.35,116.0
31625,112.95,32.35,117.0
31626,113.05,32.35,117.0
31627,113.15,32.35,117.0
31628,113.25,32.35,117.0
31629,113.35,32.35,118.0
31630,113.45,32.35,117.0
31631,113.55,32.35,117.0
31632,113.65,32.35,118.0
31633,113.75,32.35,118.0
31634,113.85,32.35,120.0
31635,113.95,32.35,122.0
31636,114.05,32.35,122.0
31637,114.15,32.35,122.0
31638,114.25,32.35,121.0
31639,114.35,32.35,120.0
31640,114.45,32.35,119.0
31641,114.55,32.35,119.0
31642,114.65,32.35,120.0
31643,114.75,32.35,122.0
31644,114.85,32.35,121.0
31645,114.95,32.35,120.0
31646,115.05,32.35,120.0
31647,115.15,32.35,116.0
31648,115.25,32.35,115.0
31649,115.35,32.35,112.0
31650,115.45,32.35,109.0
31651,115.55,32.35,109.0
31652,115.65,32.35,108.0
31653,115.75,32.35,107.0
31654,115.85,32.35,106.0
31655,115.95,32.35,107.0
31656,116.05,32.35,108.0
31657,116.15,32.35,111.0
31658,116.25,32.35,109.0
31659,116.35,32.35,109.0
31660,116.45,32.35,108.0
31661,116.55,32.35,107.0
31662,116.65,32.35,106.0
31663,116.75,32.35,106.0
31664,116.85,32.35,107.0
31665,116.95,32.35,103.0
31666,117.05,32.35,101.0
31667,117.15,32.35,99.0
31668,117.25,32.35,98.0
31669,117.35,32.35,97.0
31670,117.45,32.35,98.0
31671,117.55,32.35,96.0
31672,117.65,32.35,94.0
31673,117.75,32.35,93.0
31674,117.85,32.35,92.0
31675,117.95,32.35,92.0
31676,118.05,32.35,92.0
31677,118.15,32.35,94.0
31678,118.25,32.35,94.0
31679,118.35,32.35,93.0
31680,118.45,32.35,94.0
31681,118.55,32.35,93.0
31682,118.65,32.35,94.0
31683,118.75,32.35,94.0
31684,118.85,32.35,95.0
31685,118.95,32.35,94.0
31686,119.05,32.35,94.0
31687,119.15,32.35,95.0
31688,119.25,32.35,94.0
31689,119.35,32.35,94.0
31690,119.45,32.35,90.0
31691,119.55,32.35,93.0
31692,119.65,32.35,92.0
31693,119.75,32.35,95.0
31694,119.85,32.35,96.0
31695,119.95,32.35,93.0
31696,120.05,32.35,89.0
31697,120.15,32.35,89.0
31698,120.25,32.35,86.0
31699,120.35,32.35,86.0
31700,120.45,32.35,87.0
31701,120.55,32.35,89.0
31702,120.65,32.35,87.0
31703,120.75,32.35,86.0
31704,120.85,32.35,85.0
31705,120.95,32.35,84.0
31706,121.05,32.35,84.0
31707,121.15,32.35,88.0
31708,121.25,32.35,86.0
31709,121.35,32.35,89.0
31713,78.55,32.45,88.0
31714,78.65,32.45,89.0
31715,78.75,32.45,90.0
31719,79.15,32.45,91.0
31720,79.25,32.45,91.0
31721,79.35,32.45,92.0
31722,79.45,32.45,93.0
31723,79.55,32.45,93.0
31724,79.65,32.45,97.0
31725,79.75,32.45,99.0
31726,79.85,32.45,101.0
31727,79.95,32.45,101.0
31728,80.05,32.45,101.0
31729,80.15,32.45,100.0
31730,80.25,32.45,100.0
31731,80.35,32.45,99.0
31732,80.45,32.45,100.0
31733,80.55,32.45,100.0
31734,80.65,32.45,100.0
31735,80.75,32.45,99.0
31736,80.85,32.45,99.0
31737,80.95,32.45,99.0
31738,81.05,32.45,101.0
31739,81.15,32.45,100.0
31740,81.25,32.45,100.0
31741,81.35,32.45,100.0
31742,81.45,32.45,100.0
31743,81.55,32.45,101.0
31744,81.65,32.45,100.0
31745,81.75,32.45,99.0
31746,81.85,32.45,98.0
31747,81.95,32.45,98.0
31748,82.05,32.45,98.0
31749,82.15,32.45,98.0
31750,82.25,32.45,98.0
31751,82.35,32.45,98.0
31752,82.45,32.45,98.0
31753,82.55,32.45,99.0
31754,82.65,32.45,99.0
31755,82.75,32.45,99.0
31756,82.85,32.45,99.0
31757,82.95,32.45,98.0
31758,83.05,32.45,99.0
31759,83.15,32.45,99.0
31760,83.25,32.45,98.0
31761,83.35,32.45,98.0
31762,83.45,32.45,101.0
31763,83.55,32.45,100.0
31764,83.65,32.45,101.0
31765,83.75,32.45,101.0
31766,83.85,32.45,101.0
31767,83.95,32.45,100.0
31768,84.05,32.45,98.0
31769,84.15,32.45,99.0
31770,84.25,32.45,102.0
31771,84.35,32.45,103.0
31772,84.45,32.45,102.0
31773,84.55,32.45,102.0
31774,84.65,32.45,104.0
31775,84.75,32.45,103.0
31776,84.85,32.45,104.0
31777,84.95,32.45,104.0
31778,85.05,32.45,104.0
31779,85.15,32.45,104.0
31780,85.25,32.45,104.0
31781,85.35,32.45,105.0
31782,85.45,32.45,109.0
31783,85.55,32.45,107.0
31784,85.65,32.45,106.0
31785,85.75,32.45,107.0
31786,85.85,32.45,107.0
31787,85.95,32.45,108.0
31788,86.05,32.45,108.0
31789,86.15,32.45,109.0
31790,86.25,32.45,109.0
31791,86.35,32.45,109.0
31792,86.45,32.45,109.0
31793,86.55,32.45,108.0
31794,86.65,32.45,108.0
31795,86.75,32.45,106.0
31796,86.85,32.45,106.0
31797,86.95,32.45,106.0
31798,87.05,32.45,107.0
31799,87.15,32.45,105.0
31800,87.25,32.45,106.0
31801,87.35,32.45,108.0
31802,87.45,32.45,108.0
31803,87.55,32.45,111.0
31804,87.65,32.45,110.0
31805,87.75,32.45,112.0
31806,87.85,32.45,109.0
31807,87.95,32.45,108.0
31808,88.05,32.45,109.0
31809,88.15,32.45,109.0
31810,88.25,32.45,109.0
31811,88.35,32.45,108.0
31812,88.45,32.45,108.0
31813,88.55,32.45,107.0
31814,88.65,32.45,108.0
31815,88.75,32.45,108.0
31816,88.85,32.45,107.0
31817,88.95,32.45,106.0
31818,89.05,32.45,107.0
31819,89.15,32.45,107.0
31820,89.25,32.45,107.0
31821,89.35,32.45,107.0
31822,89.45,32.45,107.0
31823,89.55,32.45,107.0
31824,89.65,32.45,107.0
31825,89.75,32.45,107.0
31826,89.85,32.45,107.0
31827,89.95,32.45,107.0
31828,90.05,32.45,107.0
31829,90.15,32.45,107.0
31830,90.25,32.45,107.0
31831,90.35,32.45,107.0
31832,90.45,32.45,107.0
31833,90.55,32.45,106.0
31834,90.65,32.45,107.0
31835,90.75,32.45,106.0
31836,90.85,32.45,106.0
31837,90.95,32.45,107.0
31838,91.05,32.45,109.0
31839,91.15,32.45,108.0
31840,91.25,32.45,107.0
31841,91.35,32.45,108.0
31842,91.45,32.45,107.0
31843,91.55,32.45,106.0
31844,91.65,32.45,104.0
31845,91.75,32.45,104.0
31846,91.85,32.45,104.0
31847,91.95,32.45,105.0
31848,92.05,32.45,105.0
31849,92.15,32.45,106.0
31850,92.25,32.45,107.0
31851,92.35,32.45,107.0
31852,92.45,32.45,107.0
31853,92.55,32.45,109.0
31854,92.65,32.45,109.0
31855,92.75,32.45,108.0
31856,92.85,32.45,106.0
31857,92.95,32.45,105.0
31858,93.05,32.45,105.0
31859,93.15,32.45,104.0
31860,93.25,32.45,104.0
31861,93.35,32.45,103.0
31862,93.45,32.45,102.0
31863,93.55,32.45,104.0
31864,93.65,32.45,104.0
31865,93.75,32.45,104.0
31866,93.85,32.45,104.0
31867,93.95,32.45,104.0
31868,94.05,32.45,105.0
31869,94.15,32.45,105.0
31870,94.25,32.45,105.0
31871,94.35,32.45,105.0
31872,94.45,32.45,105.0
31873,94.55,32.45,104.0
31874,94.65,32.45,103.0
31875,94.75,32.45,103.0
31876,94.85,32.45,102.0
31877,94.95,32.45,103.0
31878,95.05,32.45,103.0
31879,95.15,32.45,103.0
31880,95.25,32.45,103.0
31881,95.35,32.45,98.0
31882,95.45,32.45,98.0
31883,95.55,32.45,105.0
31884,95.65,32.45,102.0
31885,95.75,32.45,98.0
31886,95.85,32.45,102.0
31887,95.95,32.45,97.0
31888,96.05,32.45,96.0
31889,96.15,32.45,96.0
31890,96.25,32.45,96.0
31891,96.35,32.45,95.0
31892,96.45,32.45,95.0
31893,96.55,32.45,94.0
31894,96.65,32.45,96.0
31895,96.75,32.45,96.0
31896,96.85,32.45,97.0
31897,96.95,32.45,97.0
31898,97.05,32.45,99.0
31899,97.15,32.45,100.0
31900,97.25,32.45,96.0
31901,97.35,32.45,100.0
31902,97.45,32.45,99.0
31903,97.55,32.45,97.0
31904,97.65,32.45,93.0
31905,97.75,32.45,96.0
31906,97.85,32.45,95.0
31907,97.95,32.45,95.0
31908,98.05,32.45,94.0
31909,98.15,32.45,98.0
31910,98.25,32.45,99.0
31911,98.35,32.45,99.0
31912,98.45,32.45,98.0
31913,98.55,32.45,98.0
31914,98.65,32.45,97.0
31915,98.75,32.45,99.0
31916,98.85,32.45,95.0
31917,98.95,32.45,94.0
31918,99.05,32.45,95.0
31919,99.15,32.45,92.0
31920,99.25,32.45,91.0
31921,99.35,32.45,91.0
31922,99.45,32.45,90.0
31923,99.55,32.45,91.0
31924,99.65,32.45,91.0
31925,99.75,32.45,94.0
31926,99.85,32.45,90.0
31927,99.95,32.45,92.0
31928,100.05,32.45,91.0
31929,100.15,32.45,91.0
31930,100.25,32.45,92.0
31931,100.35,32.45,96.0
31932,100.45,32.45,91.0
31933,100.55,32.45,91.0
31934,100.65,32.45,91.0
31935,100.75,32.45,89.0
31936,100.85,32.45,91.0
31937,100.95,32.45,91.0
31938,101.05,32.45,91.0
31939,101.15,32.45,91.0
31940,101.25,32.45,91.0
31941,101.35,32.45,91.0
31942,101.45,32.45,91.0
31943,101.55,32.45,88.0
31944,101.65,32.45,88.0
31945,101.75,32.45,91.0
31946,101.85,32.45,91.0
31947,101.95,32.45,91.0
31948,102.05,32.45,91.0
31949,102.15,32.45,91.0
31950,102.25,32.45,91.0
31951,102.35,32.45,90.0
31952,102.45,32.45,90.0
31953,102.55,32.45,89.0
31954,102.65,32.45,89.0
31955,102.75,32.45,92.0
31956,102.85,32.45,91.0
31957,102.95,32.45,90.0
31958,103.05,32.45,87.0
31959,103.15,32.45,85.0
31960,103.25,32.45,85.0
31961,103.35,32.45,84.0
31962,103.45,32.45,85.0
31963,103.55,32.45,86.0
31964,103.65,32.45,86.0
31965,103.75,32.45,89.0
31966,103.85,32.45,90.0
31967,103.95,32.45,88.0
31968,104.05,32.45,85.0
31969,104.15,32.45,81.0
31970,104.25,32.45,80.0
31971,104.35,32.45,80.0
31972,104.45,32.45,79.0
31973,104.55,32.45,78.0
31974,104.65,32.45,75.0
31975,104.75,32.45,75.0
31976,104.85,32.45,76.0
31977,104.95,32.45,76.0
31978,105.05,32.45,76.0
31979,105.15,32.45,76.0
31980,105.25,32.45,75.0
31981,105.35,32.45,73.0
31982,105.45,32.45,75.0
31983,105.55,32.45,75.0
31984,105.65,32.45,75.0
31985,105.75,32.45,77.0
31986,105.85,32.45,79.0
31987,105.95,32.45,75.0
31988,106.05,32.45,77.0
31989,106.15,32.45,78.0
31990,106.25,32.45,78.0
31991,106.35,32.45,79.0
31992,106.45,32.45,78.0
31993,106.55,32.45,79.0
31994,106.65,32.45,81.0
31995,106.75,32.45,81.0
31996,106.85,32.45,82.0
31997,106.95,32.45,82.0
31998,107.05,32.45,82.0
31999,107.15,32.45,81.0
32000,107.25,32.45,82.0
32001,107.35,32.45,83.0
32002,107.45,32.45,83.0
32003,107.55,32.45,83.0
32004,107.65,32.45,83.0
32005,107.75,32.45,83.0
32006,107.85,32.45,84.0
32007,107.95,32.45,85.0
32008,108.05,32.45,85.0
32009,108.15,32.45,85.0
32010,108.25,32.45,85.0
32011,108.35,32.45,85.0
32012,108.45,32.45,85.0
32013,108.55,32.45,86.0
32014,108.65,32.45,86.0
32015,108.75,32.45,86.0
32016,108.85,32.45,85.0
32017,108.95,32.45,84.0
32018,109.05,32.45,83.0
32019,109.15,32.45,84.0
32020,109.25,32.45,84.0
32021,109.35,32.45,84.0
32022,109.45,32.45,84.0
32023,109.55,32.45,84.0
32024,109.65,32.45,83.0
32025,109.75,32.45,84.0
32026,109.85,32.45,84.0
32027,109.95,32.45,84.0
32028,110.05,32.45,83.0
32029,110.15,32.45,83.0
32030,110.25,32.45,83.0
32031,110.35,32.45,83.0
32032,110.45,32.45,85.0
32033,110.55,32.45,85.0
32034,110.65,32.45,86.0
32035,110.75,32.45,87.0
32036,110.85,32.45,87.0
32037,110.95,32.45,86.0
32038,111.05,32.45,84.0
32039,111.15,32.45,88.0
32040,111.25,32.45,90.0
32041,111.35,32.45,87.0
32042,111.45,32.45,89.0
32043,111.55,32.45,94.0
32044,111.65,32.45,106.0
32045,111.75,32.45,107.0
32046,111.85,32.45,108.0
32047,111.95,32.45,109.0
32048,112.05,32.45,110.0
32049,112.15,32.45,114.0
32050,112.25,32.45,118.0
32051,112.35,32.45,121.0
32052,112.45,32.45,119.0
32053,112.55,32.45,118.0
32054,112.65,32.45,119.0
32055,112.75,32.45,119.0
32056,112.85,32.45,120.0
32057,112.95,32.45,118.0
32058,113.05,32.45,119.0
32059,113.15,32.45,119.0
32060,113.25,32.45,118.0
32061,113.35,32.45,118.0
32062,113.45,32.45,118.0
32063,113.55,32.45,117.0
32064,113.65,32.45,117.0
32065,113.75,32.45,119.0
32066,113.85,32.45,121.0
32067,113.95,32.45,122.0
32068,114.05,32.45,122.0
32069,114.15,32.45,120.0
32070,114.25,32.45,119.0
32071,114.35,32.45,119.0
32072,114.45,32.45,119.0
32073,114.55,32.45,119.0
32074,114.65,32.45,119.0
32075,114.75,32.45,119.0
32076,114.85,32.45,120.0
32077,114.95,32.45,120.0
32078,115.05,32.45,120.0
32079,115.15,32.45,119.0
32080,115.25,32.45,115.0
32081,115.35,32.45,112.0
32082,115.45,32.45,112.0
32083,115.55,32.45,110.0
32084,115.65,32.45,109.0
32085,115.75,32.45,111.0
32086,115.85,32.45,109.0
32087,115.95,32.45,109.0
32088,116.05,32.45,111.0
32089,116.15,32.45,111.0
32090,116.25,32.45,112.0
32091,116.35,32.45,112.0
32092,116.45,32.45,110.0
32093,116.55,32.45,106.0
32094,116.65,32.45,109.0
32095,116.75,32.45,108.0
32096,116.85,32.45,110.0
32097,116.95,32.45,109.0
32098,117.05,32.45,106.0
32099,117.15,32.45,99.0
32100,117.25,32.45,98.0
32101,117.35,32.45,98.0
32102,117.45,32.45,98.0
32103,117.55,32.45,99.0
32104,117.65,32.45,97.0
32105,117.75,32.45,94.0
32106,117.85,32.45,93.0
32107,117.95,32.45,93.0
32108,118.05,32.45,93.0
32109,118.15,32.45,93.0
32110,118.25,32.45,94.0
32111,118.35,32.45,94.0
32112,118.45,32.45,93.0
32113,118.55,32.45,94.0
32114,118.65,32.45,94.0
32115,118.75,32.45,94.0
32116,118.85,32.45,94.0
32117,118.95,32.45,93.0
32118,119.05,32.45,94.0
32119,119.15,32.45,94.0
32120,119.25,32.45,93.0
32121,119.35,32.45,93.0
32122,119.45,32.45,93.0
32123,119.55,32.45,95.0
32124,119.65,32.45,91.0
32125,119.75,32.45,91.0
32126,119.85,32.45,95.0
32127,119.95,32.45,95.0
32128,120.05,32.45,90.0
32129,120.15,32.45,90.0
32130,120.25,32.45,88.0
32131,120.35,32.45,87.0
32132,120.45,32.45,87.0
32133,120.55,32.45,86.0
32134,120.65,32.45,86.0
32135,120.75,32.45,86.0
32136,120.85,32.45,85.0
32137,120.95,32.45,84.0
32138,121.05,32.45,84.0
32139,121.15,32.45,88.0
32140,121.25,32.45,89.0
32141,121.35,32.45,89.0
32144,78.45,32.55,88.0
32145,78.55,32.55,87.0
32146,78.65,32.55,89.0
32147,78.75,32.55,89.0
32153,79.35,32.55,91.0
32154,79.45,32.55,92.0
32155,79.55,32.55,93.0
32156,79.65,32.55,94.0
32157,79.75,32.55,98.0
32158,79.85,32.55,100.0
32159,79.95,32.55,101.0
32160,80.05,32.55,101.0
32161,80.15,32.55,100.0
32162,80.25,32.55,100.0
32163,80.35,32.55,99.0
32164,80.45,32.55,100.0
32165,80.55,32.55,100.0
32166,80.65,32.55,100.0
32167,80.75,32.55,100.0
32168,80.85,32.55,99.0
32169,80.95,32.55,100.0
32170,81.05,32.55,100.0
32171,81.15,32.55,99.0
32172,81.25,32.55,99.0
32173,81.35,32.55,99.0
32174,81.45,32.55,99.0
32175,81.55,32.55,99.0
32176,81.65,32.55,100.0
32177,81.75,32.55,99.0
32178,81.85,32.55,98.0
32179,81.95,32.55,97.0
32180,82.05,32.55,97.0
32181,82.15,32.55,97.0
32182,82.25,32.55,99.0
32183,82.35,32.55,97.0
32184,82.45,32.55,97.0
32185,82.55,32.55,98.0
32186,82.65,32.55,98.0
32187,82.75,32.55,99.0
32188,82.85,32.55,99.0
32189,82.95,32.55,99.0
32190,83.05,32.55,99.0
32191,83.15,32.55,99.0
32192,83.25,32.55,98.0
32193,83.35,32.55,99.0
32194,83.45,32.55,99.0
32195,83.55,32.55,100.0
32196,83.65,32.55,100.0
32197,83.75,32.55,100.0
32198,83.85,32.55,99.0
32199,83.95,32.55,100.0
32200,84.05,32.55,101.0
32201,84.15,32.55,101.0
32202,84.25,32.55,103.0
32203,84.35,32.55,103.0
32204,84.45,32.55,103.0
32205,84.55,32.55,103.0
32206,84.65,32.55,103.0
32207,84.75,32.55,103.0
32208,84.85,32.55,104.0
32209,84.95,32.55,104.0
32210,85.05,32.55,105.0
32211,85.15,32.55,105.0
32212,85.25,32.55,105.0
32213,85.35,32.55,106.0
32214,85.45,32.55,108.0
32215,85.55,32.55,106.0
32216,85.65,32.55,107.0
32217,85.75,32.55,106.0
32218,85.85,32.55,107.0
32219,85.95,32.55,107.0
32220,86.05,32.55,108.0
32221,86.15,32.55,108.0
32222,86.25,32.55,109.0
32223,86.35,32.55,109.0
32224,86.45,32.55,109.0
32225,86.55,32.55,108.0
32226,86.65,32.55,108.0
32227,86.75,32.55,107.0
32228,86.85,32.55,106.0
32229,86.95,32.55,106.0
32230,87.05,32.55,107.0
32231,87.15,32.55,108.0
32232,87.25,32.55,106.0
32233,87.35,32.55,107.0
32234,87.45,32.55,109.0
32235,87.55,32.55,110.0
32236,87.65,32.55,111.0
32237,87.75,32.55,111.0
32238,87.85,32.55,110.0
32239,87.95,32.55,109.0
32240,88.05,32.55,108.0
32241,88.15,32.55,108.0
32242,88.25,32.55,108.0
